time,sv,snr,sv_num,constellation,sat_count,mean_snr,std_snr,label
2026-06-02 06:23:21,R01,33.75,1,R,12,31.583333333333332,2.2546248764114463,2
2026-06-02 06:23:21,R07,31.75,7,R,12,31.583333333333332,2.2546248764114463,2
2026-06-02 06:23:21,R13,27.25,13,R,12,31.583333333333332,2.2546248764114463,2
2026-06-02 06:23:21,R22,32.75,22,R,12,31.583333333333332,2.2546248764114463,2
2026-06-02 06:23:21,S23,33.25,23,S,12,31.583333333333332,2.2546248764114463,2
2026-06-02 06:23:21,S27,31.0,27,S,12,31.583333333333332,2.2546248764114463,2
2026-06-02 06:23:21,S28,30.75,28,S,12,31.583333333333332,2.2546248764114463,2
2026-06-02 06:23:21,S29,31.5,29,S,12,31.583333333333332,2.2546248764114463,2
2026-06-02 06:23:22,G05,35.5,5,G,12,31.645833333333332,2.119869028258514,2
2026-06-02 06:23:22,G15,30.0,15,G,12,31.645833333333332,2.119869028258514,2
2026-06-02 06:23:22,G18,31.25,18,G,12,31.645833333333332,2.119869028258514,2
2026-06-02 06:23:22,G29,30.5,29,G,12,31.645833333333332,2.119869028258514,2
2026-06-02 06:23:22,R01,34.5,1,R,12,31.645833333333332,2.119869028258514,2
2026-06-02 06:23:22,R07,31.5,7,R,12,31.645833333333332,2.119869028258514,2
